Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Africa,Nigeria,Furniture,Online,High,2020-11-23,754891,2020-12-05,183,219.55,196.66,40177.65,35988.78,4188.87
Australia,New Zealand,Beverages,Online,Low,2022-11-12,583105,2022-11-22,406,243.62,187.38,98909.72,76076.28,22833.44
Asia,South Korea,Clothing,Online,Critical,2023-05-02,163271,2023-05-21,392,146.02,83.57,57239.84,32759.44,24480.4
Australia,Australia,Food,Offline,Low,2023-08-08,677737,2023-08-14,284,244.41,159.21,69412.44,45215.64,24196.8
Asia,Japan,Office Supplies,Offline,Critical,2021-01-12,420772,2021-01-15,427,100.07,86.32,42729.89,36858.64,5871.25
Australia,Australia,Beverages,Online,High,2022-11-02,133138,2022-11-09,141,56.8,48.96,8008.8,6903.36,1105.44
Africa,Nigeria,Furniture,Online,Medium,2022-03-21,460503,2022-03-25,74,19.58,12.61,1448.92,933.14,515.78
Asia,Japan,Clothing,Offline,Medium,2022-01-11,308933,2022-01-23,294,351.26,253.27,103270.44,74461.38,28809.06
Australia,New Zealand,Beverages,Online,Critical,2022-03-30,688329,2022-04-15,152,347.99,281.98,52894.48,42860.96,10033.52
North America,Mexico,Furniture,Online,Low,2021-03-05,166936,2021-03-10,116,208.51,162.28,24187.16,18824.48,5362.68
Africa,Egypt,Clothing,Online,Medium,2023-12-15,922497,2023-12-22,77,44.44,25.96,3421.88,1998.92,1422.96
Europe,Spain,Office Supplies,Offline,Low,2022-07-07,522140,2022-07-23,295,87.67,63.16,25862.65,18632.2,7230.45
Asia,India,Beverages,Online,Low,2023-09-17,959863,2023-10-06,160,282.68,243.3,45228.8,38928.0,6300.8
Asia,Indonesia,Electronics,Online,High,2020-05-07,815969,2020-05-21,59,170.74,117.45,10073.66,6929.55,3144.11
Africa,Kenya,Office Supplies,Offline,Critical,2020-04-01,964917,2020-04-16,61,350.56,217.67,21384.16,13277.87,8106.29
North America,USA,Clothing,Online,Medium,2023-02-24,108632,2023-03-15,484,26.5,14.77,12826.0,7148.68,5677.32
Australia,Australia,Clothing,Online,Critical,2020-11-26,811887,2020-12-11,444,287.64,246.3,127712.16,109357.2,18354.96
South America,Colombia,Furniture,Online,High,2022-06-13,992152,2022-06-21,256,133.8,116.48,34252.8,29818.88,4433.92
Australia,New Zealand,Furniture,Offline,Critical,2020-08-30,188081,2020-09-10,418,41.16,32.3,17204.88,13501.4,3703.48
North America,USA,Office Supplies,Offline,Critical,2023-01-30,783540,2023-02-06,347,35.51,21.8,12321.97,7564.6,4757.37
Africa,Nigeria,Furniture,Online,Low,2023-05-24,215028,2023-05-29,223,478.17,326.78,106631.91,72871.94,33759.97
Asia,India,Food,Online,Critical,2023-10-18,564947,2023-10-22,278,267.12,197.36,74259.36,54866.08,19393.28
South America,Chile,Clothing,Online,High,2023-06-06,962772,2023-06-14,11,365.23,238.19,4017.53,2620.09,1397.44
Asia,Indonesia,Furniture,Offline,Medium,2020-05-20,391928,2020-05-30,48,287.97,163.45,13822.56,7845.6,5976.96
Europe,Germany,Beverages,Online,Critical,2023-09-05,317931,2023-09-07,441,283.87,172.56,125186.67,76098.96,49087.71
Africa,Egypt,Furniture,Offline,Medium,2022-02-28,566811,2022-03-17,499,26.73,18.92,13338.27,9441.08,3897.19
Europe,France,Furniture,Online,Critical,2020-06-13,359505,2020-06-15,33,153.51,120.68,5065.83,3982.44,1083.39
Africa,Egypt,Food,Offline,Low,2022-03-10,189945,2022-03-26,296,189.14,106.42,55985.44,31500.32,24485.12
Europe,UK,Office Supplies,Offline,High,2023-04-03,872859,2023-04-16,59,265.25,234.6,15649.75,13841.4,1808.35
South America,Argentina,Office Supplies,Offline,High,2021-09-06,701343,2021-09-10,156,292.9,151.0,45692.4,23556.0,22136.4
Asia,South Korea,Food,Online,Low,2022-06-03,285948,2022-06-23,37,79.09,52.99,2926.33,1960.63,965.7
South America,Colombia,Office Supplies,Online,High,2021-04-20,456703,2021-04-27,415,139.29,104.62,57805.35,43417.3,14388.05
Europe,Spain,Clothing,Offline,Medium,2023-06-26,667144,2023-07-03,53,163.49,106.1,8664.97,5623.3,3041.67
Africa,Egypt,Clothing,Online,Critical,2022-03-16,139469,2022-03-29,97,495.23,399.67,48037.31,38767.99,9269.32
South America,Chile,Office Supplies,Online,Medium,2022-05-16,260477,2022-05-26,153,396.51,231.65,60666.03,35442.45,25223.58
North America,USA,Food,Online,Critical,2023-07-22,407717,2023-07-31,307,469.92,406.68,144265.44,124850.76,19414.68
Asia,Japan,Office Supplies,Online,Medium,2021-11-15,274405,2021-11-17,283,265.77,159.62,75212.91,45172.46,30040.45
North America,Canada,Office Supplies,Online,Critical,2023-10-18,981960,2023-10-23,61,258.45,219.21,15765.45,13371.81,2393.64
Asia,South Korea,Electronics,Offline,Low,2023-09-18,377437,2023-10-03,179,74.51,41.64,13337.29,7453.56,5883.73
Africa,Egypt,Food,Offline,High,2021-10-03,757648,2021-10-12,477,167.69,95.55,79988.13,45577.35,34410.78
Africa,South Africa,Furniture,Offline,High,2023-08-23,464367,2023-09-12,242,346.88,297.39,83944.96,71968.38,11976.58
North America,Mexico,Furniture,Offline,Critical,2020-10-31,961839,2020-11-04,329,397.22,288.33,130685.38,94860.57,35824.81
Australia,Australia,Furniture,Online,Critical,2023-07-25,742969,2023-07-28,61,22.21,17.83,1354.81,1087.63,267.18
Europe,Italy,Beverages,Online,Medium,2023-01-16,816040,2023-01-25,277,87.78,53.28,24315.06,14758.56,9556.5
Europe,Germany,Clothing,Online,High,2023-02-03,607382,2023-02-07,268,250.74,185.03,67198.32,49588.04,17610.28
South America,Chile,Food,Online,Critical,2020-03-27,130958,2020-04-05,358,373.2,298.42,133605.6,106834.36,26771.24
North America,Canada,Electronics,Offline,High,2023-04-23,675217,2023-05-07,324,336.88,194.21,109149.12,62924.04,46225.08
Europe,UK,Office Supplies,Offline,High,2021-12-31,900109,2022-01-18,51,165.9,97.31,8460.9,4962.81,3498.09
Europe,Italy,Beverages,Offline,Medium,2020-10-26,943530,2020-10-29,269,394.42,292.06,106098.98,78564.14,27534.84
North America,Mexico,Furniture,Offline,Low,2021-09-26,247527,2021-09-30,372,188.49,117.55,70118.28,43728.6,26389.68
Asia,China,Electronics,Offline,Critical,2022-11-19,190204,2022-12-04,100,321.7,215.34,32170.0,21534.0,10636.0
South America,Argentina,Food,Offline,Low,2021-01-01,429999,2021-01-09,431,296.45,153.58,127769.95,66192.98,61576.97
North America,USA,Clothing,Offline,High,2020-03-05,786383,2020-03-25,285,270.09,217.16,76975.65,61890.6,15085.05
Asia,India,Furniture,Offline,High,2022-03-26,136332,2022-03-30,253,379.38,202.19,95983.14,51154.07,44829.07
North America,Canada,Clothing,Online,Medium,2021-06-03,505155,2021-06-21,497,36.35,18.6,18065.95,9244.2,8821.75
South America,Brazil,Furniture,Offline,Critical,2022-03-17,133683,2022-03-27,394,447.23,224.76,176208.62,88555.44,87653.18
South America,Colombia,Beverages,Offline,Low,2022-09-14,191168,2022-10-03,125,293.65,212.54,36706.25,26567.5,10138.75
South America,Argentina,Electronics,Online,Medium,2020-02-22,521467,2020-03-12,437,408.04,249.72,178313.48,109127.64,69185.84
Africa,Kenya,Furniture,Online,Low,2020-09-15,448882,2020-09-27,182,349.57,248.98,63621.74,45314.36,18307.38
North America,Mexico,Office Supplies,Online,High,2021-05-19,236711,2021-06-05,256,221.37,175.09,56670.72,44823.04,11847.68
Africa,Egypt,Clothing,Offline,Low,2023-06-24,237834,2023-07-12,473,342.97,216.68,162224.81,102489.64,59735.17
Australia,New Zealand,Food,Online,Critical,2023-02-03,845677,2023-02-15,187,65.45,33.35,12239.15,6236.45,6002.7
South America,Colombia,Electronics,Offline,Medium,2020-07-09,305119,2020-07-25,287,359.66,193.26,103222.42,55465.62,47756.8
Asia,Indonesia,Electronics,Offline,Critical,2022-02-25,489853,2022-03-01,221,345.7,231.03,76399.7,51057.63,25342.07
South America,Argentina,Beverages,Online,Critical,2020-08-03,441731,2020-08-06,434,77.82,42.63,33773.88,18501.42,15272.46
Australia,New Zealand,Food,Online,Medium,2020-06-22,602933,2020-06-29,134,224.29,178.76,30054.86,23953.84,6101.02
Africa,Nigeria,Electronics,Offline,Low,2020-02-06,761750,2020-02-20,370,409.57,238.55,151540.9,88263.5,63277.4
Asia,South Korea,Clothing,Offline,Critical,2020-08-23,402594,2020-09-01,9,84.01,58.04,756.09,522.36,233.73
Asia,China,Office Supplies,Online,Low,2020-09-30,898442,2020-10-20,283,14.8,9.14,4188.4,2586.62,1601.78
Australia,Australia,Electronics,Offline,Critical,2022-08-23,818819,2022-09-05,52,368.3,223.7,19151.6,11632.4,7519.2
Asia,India,Beverages,Online,Critical,2022-02-22,602741,2022-03-11,3,477.78,350.58,1433.34,1051.74,381.6
Europe,Italy,Beverages,Online,Critical,2022-04-04,531229,2022-04-23,182,216.05,153.41,39321.1,27920.62,11400.48
Europe,Italy,Beverages,Online,Medium,2023-10-28,869381,2023-11-12,86,477.07,323.51,41028.02,27821.86,13206.16
Asia,India,Electronics,Online,High,2023-10-18,220755,2023-10-27,103,326.38,263.1,33617.14,27099.3,6517.84
Europe,Spain,Clothing,Online,Low,2023-10-16,839224,2023-10-28,94,233.66,135.05,21964.04,12694.7,9269.34
Africa,Egypt,Furniture,Offline,Medium,2023-03-10,270531,2023-03-22,217,417.04,328.18,90497.68,71215.06,19282.62
South America,Argentina,Food,Online,Low,2022-06-23,244509,2022-07-01,453,91.79,67.49,41580.87,30572.97,11007.9
Asia,Japan,Food,Offline,High,2022-05-31,962831,2022-06-05,209,36.8,18.9,7691.2,3950.1,3741.1
Europe,UK,Clothing,Offline,Medium,2023-03-24,197319,2023-04-13,461,46.85,27.12,21597.85,12502.32,9095.53
Europe,Germany,Clothing,Online,Low,2023-05-29,267123,2023-06-06,47,77.62,43.32,3648.14,2036.04,1612.1
Asia,Indonesia,Beverages,Online,High,2023-11-14,934931,2023-11-18,305,382.88,198.83,116778.4,60643.15,56135.25
North America,USA,Beverages,Online,Low,2021-09-29,917925,2021-10-04,481,189.68,134.01,91236.08,64458.81,26777.27
Africa,Kenya,Food,Online,Low,2023-09-02,523087,2023-09-16,83,185.8,102.55,15421.4,8511.65,6909.75
North America,USA,Electronics,Offline,Low,2022-04-01,858397,2022-04-11,374,102.21,70.16,38226.54,26239.84,11986.7
Europe,Italy,Food,Online,Medium,2023-06-04,823365,2023-06-19,134,466.86,234.83,62559.24,31467.22,31092.02
Europe,Italy,Electronics,Offline,Critical,2021-08-05,196208,2021-08-23,253,98.97,82.96,25039.41,20988.88,4050.53
Australia,Australia,Furniture,Offline,Low,2022-03-11,778945,2022-03-21,113,50.89,25.97,5750.57,2934.61,2815.96
North America,Mexico,Furniture,Online,Medium,2021-09-28,245203,2021-10-08,132,348.63,245.97,46019.16,32468.04,13551.12
Africa,Egypt,Beverages,Offline,High,2021-04-08,349120,2021-04-14,65,93.89,78.17,6102.85,5081.05,1021.8
North America,Mexico,Office Supplies,Offline,High,2021-06-06,829875,2021-06-19,7,124.39,69.03,870.73,483.21,387.52
Europe,UK,Clothing,Offline,High,2022-12-05,259735,2022-12-11,193,79.62,46.7,15366.66,9013.1,6353.56
Australia,New Zealand,Office Supplies,Offline,Medium,2020-09-24,761579,2020-10-01,46,395.66,278.67,18200.36,12818.82,5381.54
Asia,China,Electronics,Offline,Low,2020-01-27,805112,2020-02-06,330,250.38,126.75,82625.4,41827.5,40797.9
South America,Brazil,Electronics,Offline,Medium,2023-02-07,488833,2023-02-09,433,253.4,153.07,109722.2,66279.31,43442.89
South America,Colombia,Clothing,Online,Medium,2023-04-28,205873,2023-04-30,290,361.51,191.5,104837.9,55535.0,49302.9
North America,USA,Office Supplies,Online,Medium,2020-11-27,415246,2020-12-07,420,54.07,36.52,22709.4,15338.4,7371.0
Africa,Egypt,Clothing,Online,High,2021-02-27,726932,2021-03-19,112,246.94,208.56,27657.28,23358.72,4298.56
Asia,Japan,Clothing,Offline,Critical,2020-10-08,143267,2020-10-18,270,444.42,291.88,119993.4,78807.6,41185.8
South America,Chile,Furniture,Offline,Critical,2022-05-07,167981,2022-05-13,19,226.22,195.17,4298.18,3708.23,589.95
Europe,Germany,Furniture,Online,High,2022-11-19,620910,2022-12-02,443,32.51,20.75,14401.93,9192.25,5209.68
Europe,France,Office Supplies,Online,High,2023-03-07,890331,2023-03-13,412,321.09,165.59,132289.08,68223.08,64066.0
Australia,New Zealand,Electronics,Online,High,2022-07-04,374022,2022-07-19,262,238.6,128.0,62513.2,33536.0,28977.2
Africa,Kenya,Food,Offline,Critical,2023-03-30,804160,2023-04-05,208,91.11,64.75,18950.88,13468.0,5482.88
Africa,Nigeria,Electronics,Online,Low,2023-09-29,827252,2023-10-12,194,105.82,80.95,20529.08,15704.3,4824.78
Africa,Kenya,Furniture,Offline,Critical,2023-01-04,953397,2023-01-21,1,433.74,239.45,433.74,239.45,194.29
Africa,Egypt,Office Supplies,Offline,Critical,2022-05-28,800667,2022-06-11,405,147.04,117.07,59551.2,47413.35,12137.85
Asia,China,Beverages,Offline,Critical,2022-12-03,750652,2022-12-16,254,223.44,133.79,56753.76,33982.66,22771.1
Asia,Japan,Furniture,Offline,Medium,2020-10-25,907572,2020-11-02,218,201.09,119.15,43837.62,25974.7,17862.92
Australia,New Zealand,Food,Offline,Low,2023-05-20,376119,2023-06-02,105,259.68,160.3,27266.4,16831.5,10434.9
Asia,China,Clothing,Offline,Medium,2022-05-01,712226,2022-05-04,360,332.31,172.81,119631.6,62211.6,57420.0
North America,USA,Food,Offline,Critical,2023-01-12,182497,2023-01-20,335,470.95,404.16,157768.25,135393.6,22374.65
Australia,Australia,Office Supplies,Online,Critical,2021-10-16,311829,2021-11-04,454,233.54,127.18,106027.16,57739.72,48287.44
Africa,Egypt,Beverages,Online,Critical,2021-10-20,154695,2021-10-23,359,248.89,214.43,89351.51,76980.37,12371.14
Australia,Australia,Electronics,Online,High,2022-03-22,835286,2022-03-26,53,64.46,56.83,3416.38,3011.99,404.39
North America,Canada,Beverages,Offline,Medium,2023-10-02,698199,2023-10-14,313,102.26,71.54,32007.38,22392.02,9615.36
Australia,New Zealand,Beverages,Online,Medium,2020-05-16,130093,2020-05-26,461,380.37,219.16,175350.57,101032.76,74317.81
North America,Canada,Food,Offline,Low,2023-01-11,834541,2023-01-31,105,162.3,145.86,17041.5,15315.3,1726.2
Asia,South Korea,Office Supplies,Online,High,2023-06-27,494901,2023-07-12,331,228.43,132.12,75610.33,43731.72,31878.61
North America,USA,Furniture,Online,High,2020-08-01,170238,2020-08-13,114,424.91,255.26,48439.74,29099.64,19340.1
South America,Chile,Clothing,Online,High,2021-04-14,495801,2021-05-01,106,125.68,95.81,13322.08,10155.86,3166.22
Europe,Germany,Furniture,Online,Critical,2021-04-22,987010,2021-04-29,130,317.37,252.62,41258.1,32840.6,8417.5
Europe,Spain,Furniture,Offline,Low,2022-09-27,453984,2022-09-29,178,368.3,263.02,65557.4,46817.56,18739.84
North America,USA,Office Supplies,Online,Critical,2022-08-25,127707,2022-09-07,328,21.17,15.05,6943.76,4936.4,2007.36
Europe,Italy,Food,Online,Critical,2022-04-23,387348,2022-04-27,232,275.83,211.05,63992.56,48963.6,15028.96
Australia,Australia,Clothing,Offline,High,2023-12-24,177368,2024-01-03,372,460.48,260.13,171298.56,96768.36,74530.2
Africa,Kenya,Office Supplies,Offline,Critical,2020-05-11,796587,2020-05-17,20,411.4,207.84,8228.0,4156.8,4071.2
Europe,UK,Clothing,Offline,High,2021-07-10,509022,2021-07-28,266,260.33,214.0,69247.78,56924.0,12323.78
Europe,France,Food,Offline,Medium,2021-10-04,437965,2021-10-22,178,305.94,214.31,54457.32,38147.18,16310.14
North America,Canada,Food,Online,Medium,2022-08-25,491050,2022-08-31,97,61.58,45.2,5973.26,4384.4,1588.86
Australia,New Zealand,Clothing,Online,Low,2022-08-18,971824,2022-08-22,263,67.39,49.8,17723.57,13097.4,4626.17
North America,USA,Clothing,Offline,Critical,2020-05-06,694497,2020-05-08,78,355.48,213.56,27727.44,16657.68,11069.76
North America,Canada,Furniture,Offline,Medium,2021-10-28,688411,2021-11-11,497,408.91,245.8,203228.27,122162.6,81065.67
Australia,New Zealand,Food,Offline,Low,2023-01-01,480670,2023-01-18,177,67.62,45.26,11968.74,8011.02,3957.72
Australia,Australia,Clothing,Offline,Medium,2022-06-16,154064,2022-07-04,184,409.5,207.93,75348.0,38259.12,37088.88
Africa,Kenya,Office Supplies,Online,High,2022-06-02,392986,2022-06-16,470,307.57,215.41,144557.9,101242.7,43315.2
Asia,India,Beverages,Online,Medium,2022-10-27,862096,2022-10-30,209,391.35,307.94,81792.15,64359.46,17432.69
Africa,Nigeria,Office Supplies,Offline,Low,2020-10-17,453156,2020-11-04,463,442.41,258.77,204835.83,119810.51,85025.32
North America,USA,Furniture,Offline,High,2023-06-22,280947,2023-06-30,192,498.93,438.99,95794.56,84286.08,11508.48
Australia,New Zealand,Furniture,Offline,High,2021-07-12,784751,2021-07-16,92,472.81,386.9,43498.52,35594.8,7903.72
Africa,Nigeria,Furniture,Offline,Low,2021-08-15,879308,2021-09-01,62,363.6,314.97,22543.2,19528.14,3015.06
Africa,Nigeria,Office Supplies,Offline,Medium,2021-09-11,543575,2021-09-13,407,285.8,225.49,116320.6,91774.43,24546.17
North America,USA,Food,Online,Medium,2023-01-25,514407,2023-02-06,29,331.5,225.66,9613.5,6544.14,3069.36
Asia,India,Furniture,Offline,Medium,2020-04-30,384381,2020-05-20,205,69.07,48.71,14159.35,9985.55,4173.8
Europe,Italy,Clothing,Offline,High,2022-05-16,253260,2022-05-27,273,439.55,278.04,119997.15,75904.92,44092.23
Australia,Australia,Electronics,Offline,Critical,2022-03-28,447993,2022-04-10,148,251.3,149.9,37192.4,22185.2,15007.2
Australia,New Zealand,Beverages,Offline,High,2020-01-26,745608,2020-02-15,340,423.19,263.56,143884.6,89610.4,54274.2
Africa,Nigeria,Clothing,Online,Medium,2020-02-20,454792,2020-02-22,7,390.01,238.17,2730.07,1667.19,1062.88
Asia,Japan,Electronics,Offline,Critical,2023-08-28,654057,2023-09-10,371,132.67,106.45,49220.57,39492.95,9727.62
South America,Colombia,Beverages,Online,Low,2023-02-12,711207,2023-02-22,255,222.44,172.26,56722.2,43926.3,12795.9
Africa,Nigeria,Beverages,Online,Low,2023-05-30,829267,2023-06-02,378,370.65,325.61,140105.7,123080.58,17025.12
Asia,China,Furniture,Offline,Low,2023-02-09,341310,2023-02-26,235,398.46,288.49,93638.1,67795.15,25842.95
Asia,Indonesia,Electronics,Online,Low,2020-08-12,713174,2020-08-17,140,42.55,36.77,5957.0,5147.8,809.2
North America,Canada,Office Supplies,Offline,Medium,2022-06-05,565950,2022-06-13,51,340.33,296.6,17356.83,15126.6,2230.23
North America,Canada,Office Supplies,Offline,Low,2022-08-02,923812,2022-08-10,105,433.4,258.13,45507.0,27103.65,18403.35
North America,USA,Clothing,Online,High,2021-03-19,117674,2021-04-01,259,431.56,277.89,111774.04,71973.51,39800.53
Asia,Indonesia,Office Supplies,Online,High,2021-08-27,521964,2021-09-07,383,427.12,220.87,163586.96,84593.21,78993.75
Asia,China,Furniture,Online,Critical,2021-12-08,769108,2021-12-28,16,199.38,171.29,3190.08,2740.64,449.44
Asia,India,Office Supplies,Online,Critical,2020-07-26,495859,2020-07-30,450,305.19,178.76,137335.5,80442.0,56893.5
Africa,Egypt,Beverages,Offline,Low,2021-03-08,809608,2021-03-12,365,99.72,75.25,36397.8,27466.25,8931.55
Australia,New Zealand,Clothing,Online,High,2023-07-15,858157,2023-08-04,159,191.24,109.54,30407.16,17416.86,12990.3
Australia,Australia,Office Supplies,Offline,High,2023-09-27,228342,2023-10-04,283,141.99,78.53,40183.17,22223.99,17959.18
Australia,New Zealand,Electronics,Offline,High,2022-10-15,711094,2022-10-26,207,181.37,151.08,37543.59,31273.56,6270.03
Asia,India,Food,Online,Low,2022-05-23,194847,2022-06-03,488,424.67,287.28,207238.96,140192.64,67046.32
Europe,Italy,Electronics,Offline,Critical,2021-09-07,776451,2021-09-13,54,241.28,177.68,13029.12,9594.72,3434.4
South America,Colombia,Office Supplies,Online,High,2020-02-20,970004,2020-03-07,69,381.33,278.64,26311.77,19226.16,7085.61
Australia,Australia,Food,Offline,High,2022-11-30,368307,2022-12-10,325,332.41,226.6,108033.25,73645.0,34388.25
South America,Brazil,Furniture,Offline,High,2022-03-14,176944,2022-03-18,159,173.47,152.45,27581.73,24239.55,3342.18
South America,Chile,Office Supplies,Offline,Critical,2023-03-18,584593,2023-04-01,184,109.09,64.0,20072.56,11776.0,8296.56
North America,USA,Clothing,Offline,Low,2020-08-20,374231,2020-08-24,28,293.21,195.92,8209.88,5485.76,2724.12
North America,Mexico,Clothing,Online,Low,2021-05-19,215886,2021-06-06,322,85.32,46.07,27473.04,14834.54,12638.5
Australia,Australia,Electronics,Offline,Low,2022-12-14,558648,2022-12-18,14,394.96,214.33,5529.44,3000.62,2528.82
Asia,China,Office Supplies,Offline,Low,2022-02-16,236538,2022-02-26,52,332.16,171.36,17272.32,8910.72,8361.6
Asia,Japan,Electronics,Offline,Critical,2022-08-10,513949,2022-08-16,419,183.72,99.42,76978.68,41656.98,35321.7
South America,Chile,Beverages,Offline,High,2022-10-30,228257,2022-11-12,69,164.22,125.87,11331.18,8685.03,2646.15
